Best Epoch: 27, Val MSE: 4.882767096596937e+17, Val RMSE: 698767994.1580708

SCENARIO,y,y_pred,Difference,Deviation
9,2286616132.97,1693376512.0,593239620.9699998,25.943997001344652
43,1791029034.13,1693376512.0,97652522.13000011,5.452313740823037
79,1743449978.54,1693376512.0,50073466.53999996,2.872090805950882
84,2226056291.11,1693376512.0,532679779.11000013,23.9293040898074
86,1688507049.7,1693376512.0,-4869462.299999952,-0.28838862715231883
88,1565354160.16,1693376512.0,-128022351.83999991,-8.178491174605135
104,1981853780.04,1693376512.0,288477268.03999996,14.555930964502215
123,2166983469.79,1693376512.0,473606957.78999996,21.85558701266405
181,2214247199.29,1693376512.0,520870687.28999996,23.52360149566939
240,2189867583.6,1693376512.0,496491071.5999999,22.672196041360678
269,1774471224.85,1693376512.0,81094712.8499999,4.570077649856228
277,2096846037.39,1693376512.0,403469525.3900001,19.241733450883657
294,1302749891.62,1693376512.0,-390626620.3800001,-29.984774736326926
308,1771693150.03,1693376512.0,78316638.02999997,4.420440301904076
356,1683733629.54,1693376512.0,-9642882.460000038,-0.5727083126940036
365,1972566148.04,1693376512.0,279189636.03999996,14.153626042777375
435,2064163799.9,1693376512.0,370787287.9000001,17.963074825649162
436,1994087879.08,1693376512.0,300711367.0799999,15.080146177847352
438,1348337890.31,1693376512.0,-345038621.69000006,-25.589922538679925
450,1691097782.02,1693376512.0,-2278729.980000019,-0.13474856417102613
491,1906337396.48,1693376512.0,212960884.48000002,11.171206360071752
493,2325890832.02,1693376512.0,632514320.02,27.19449732172817
506,1609280738.97,1693376512.0,-84095773.02999997,-5.225674488829364
545,1702133085.96,1693376512.0,8756573.960000038,0.5144470800919392
584,1908751529.23,1693376512.0,215375017.23000002,11.283554403588788
587,1863440791.71,1693376512.0,170064279.71000004,9.126358104135914
594,1394289911.51,1693376512.0,-299086600.49,-21.450818658373038
601,1595828592.46,1693376512.0,-97547919.53999996,-6.112681524876553
613,1489107440.8,1693376512.0,-204269071.20000005,-13.717550903530482
640,2239947108.39,1693376512.0,546570596.3899999,24.401049218651274
682,1496682373.58,1693376512.0,-196694138.42000008,-13.142009413093852
695,1661015040.78,1693376512.0,-32361471.22000003,-1.9482948935130249
699,1247867695.11,1693376512.0,-445508816.8900001,-35.70160671967138
733,2037281710.07,1693376512.0,343905198.06999993,16.88059124912006
760,2232764321.29,1693376512.0,539387809.29,24.15784792630347
764,1948918091.77,1693376512.0,255541579.76999998,13.111971244410693
794,1538519637.06,1693376512.0,-154856874.94000006,-10.065316763581931
799,1916981763.84,1693376512.0,223605251.8399999,11.664443348281274
854,1558197110.98,1693376512.0,-135179401.01999998,-8.675372330460895
862,1540219337.66,1693376512.0,-153157174.3399999,-9.943854787116628
906,2169787393.17,1693376512.0,476410881.1700001,21.956569692940135
942,2277471465.66,1693376512.0,584094953.6599998,25.646642009221928
966,2212552072.51,1693376512.0,519175560.5100002,23.465009793917684
973,2004694843.45,1693376512.0,311318331.45000005,15.529462375143021
1014,2191387934.55,1693376512.0,498011422.5500002,22.72584487202018
1025,1928171823.86,1693376512.0,234795311.8599999,12.177094849875155
1029,1903424601.39,1693376512.0,210048089.3900001,11.03527238413383
1035,1408159918.93,1693376512.0,-285216593.06999993,-20.25455981496219
1039,2118412591.71,1693376512.0,425036079.71000004,20.06389507753574
1059,2015708560.63,1693376512.0,322332048.6300001,15.991004598862087
1082,1501457576.05,1693376512.0,-191918935.95000005,-12.782175068502166
1089,1651705319.37,1693376512.0,-41671192.630000114,-2.5229193210986636
1093,2573186298.66,1693376512.0,879809786.6599998,34.19145310691905
1118,1168888164.43,1693376512.0,-524488347.56999993,-44.870703933063
1166,1826422454.89,1693376512.0,133045942.8900001,7.284510904571258
1170,2055080079.95,1693376512.0,361703567.95000005,17.600460998035672
1173,2262350634.89,1693376512.0,568974122.8899999,25.149687856306347
1206,2138770843.65,1693376512.0,445394331.6500001,20.824780409382033
1227,1704079738.28,1693376512.0,10703226.279999971,0.6280942164597997
1234,2110495431.26,1693376512.0,417118919.26,19.764028534805842
1240,-1961579622.96,1693376512.0,-3654956134.96,186.32718713934818
1243,2121750612.86,1693376512.0,428374100.8599999,20.189653688025846
1250,1787715192.23,1693376512.0,94338680.23000002,5.277053114502078
1253,2189204377.08,1693376512.0,495827865.0799999,22.648770040435604
1309,798227621.68,1693376512.0,-895148890.32,-112.14205898262622
1321,1821975472.2,1693376512.0,128598960.20000005,7.058215775249669
1331,1034741166.79,1693376512.0,-658635345.21,-63.65218340092094
1356,1662736475.7,1693376512.0,-30640036.299999952,-1.8427475879544122
1362,1829992379.19,1693376512.0,136615867.19000006,7.465379022532849
1377,2043804145.12,1693376512.0,350427633.1199999,17.145851962220423
1421,1964708811.41,1693376512.0,271332299.4100001,13.810306027755571
1431,1688161920.18,1693376512.0,-5214591.819999933,-0.30889168613896517
1436,1778305983.47,1693376512.0,84929471.47000003,4.775863786066645
1471,1958070813.86,1693376512.0,264694301.8599999,13.518116913157016
1474,-1407145934.95,1693376512.0,-3100522446.95,220.3412147909286
