epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
1,3.3094173253577636e+18,97.8894590518349,2.644992723223805e+18,89.79589532470703
2,1.0643032727633942e+18,80.91361323306435,4.872630540190257e+17,63.3591616973877
3,5.302941083448636e+17,91.39877999315763,4.87645455916829e+17,63.23894239807129
4,5.2974320556674074e+17,91.46668975830079,4.871739996244898e+17,63.39726460266113
5,5.2967077013855245e+17,91.27367088719419,4.8758995311961466e+17,63.25362457275391
6,5.297741828384266e+17,91.53137030671772,4.870759336326527e+17,63.45894287109375
7,5.2963892186558304e+17,91.16189515926963,4.869920002135231e+17,63.71508255004883
8,5.294823279655957e+17,91.31311118035568,4.8832108876966714e+17,63.10314007568359
9,5.298451235239587e+17,91.33817594026264,4.8755624099359546e+17,63.26301388549805
10,5.303430254074081e+17,91.35852209472657,4.896965503282242e+17,64.55163473510743
11,5.3073551284326144e+17,90.41964310495477,4.8827902695234656e+17,63.110306396484376
12,5.301502482651863e+17,92.00816827392578,4.882280436976782e+17,63.11914753723145
13,5.2997878951774726e+17,91.73460141954924,4.8820642784883194e+17,63.122950607299806
14,5.295991338310751e+17,91.79676327193411,4.881878933813225e+17,63.1262399597168
15,5.2993557361830074e+17,91.585119140625,4.881451399711881e+17,64.21728103637696
16,5.295933033017537e+17,91.14832742630809,4.8891214169053856e+17,63.01789729309082
17,5.294608320141523e+17,91.04710859840795,4.8774017719429446e+17,63.216512771606446
18,5.2997405486153824e+17,91.45125550521047,4.9035684499385485e+17,62.86727998352051
19,5.2987216873228845e+17,90.96614482197009,4.869614629273291e+17,63.61939567565918
20,5.298777092292498e+17,91.38003838067306,4.876689222437448e+17,63.21530535888672
21,5.2966780312089216e+17,91.31165855809262,4.8879227348263424e+17,62.98716535949707
22,5.293881709075856e+17,91.12430820746171,4.867807114620599e+17,63.411480209350586
23,5.29714447825649e+17,91.48654512746711,4.8853596192903686e+17,62.952473541259764
24,5.29532801860652e+17,91.35973245158948,4.8661871051833504e+17,63.59009342956543
25,5.2971846551709e+17,91.65979243509393,4.871730974751992e+17,63.16788746643066
26,5.2962148956444326e+17,90.95081983706825,4.91452926695108e+17,62.621622711181644
27,5.2969021746835725e+17,91.49915939090127,4.879055343972631e+17,62.94325881958008
28,5.2892783808142266e+17,90.6934278307463,4.862842291855609e+17,63.50053742980957
29,5.295163742201781e+17,91.5904092616031,4.863961627678034e+17,63.17605857849121
30,5.296657997456037e+17,92.16397458929765,4.902611550466453e+17,62.87558967590332
31,5.3045741704193165e+17,91.13797717847322,4.8722019780455405e+17,63.89193267822266
32,5.3064019660703366e+17,90.6538810922723,4.86984615893431e+17,63.54900048828125
33,5.300399272288672e+17,91.57032829284668,4.8701326641767174e+17,63.74248362731934
34,5.297159123462027e+17,91.01744480494449,4.911467072092142e+17,62.804520553588866
35,5.30153671211257e+17,91.53149983295641,4.8828683678343866e+17,63.108974655151364
36,5.298481875301184e+17,91.67688685126053,4.8772849158471443e+17,63.21923905944824
37,5.304262299081975e+17,91.64529624376799,4.88725008110026e+17,63.042399658203124
38,5.2966124946736755e+17,91.37561079567357,4.869931915343718e+17,63.5362834777832
39,5.3023707815239123e+17,91.18791681711298,4.870411890652149e+17,63.48594677734375
40,5.301529068336669e+17,91.5053868006656,4.871523161556784e+17,63.41166160583496
41,5.2982971270388115e+17,91.20128980777139,4.871560435000966e+17,63.4096460571289
42,5.303277696112364e+17,91.49738984439247,4.8763611666506266e+17,63.241857894897464
43,5.300728253075818e+17,90.96527303113436,4.877409342080502e+17,63.21634114074707
44,5.297813528622558e+17,91.40240836454693,4.873412194001559e+17,63.32908380126953
45,5.296631708133017e+17,91.51942845876593,4.8864927759739546e+17,63.052794906616214
46,5.300218086046124e+17,91.07526277481882,4.869595244883293e+17,63.618771667480466
47,5.297219394349284e+17,91.52110219051963,4.884572896730462e+17,63.081092071533206
48,5.2968938085574656e+17,91.4649853098016,4.916152201089259e+17,62.771009185791016
49,5.304648058866588e+17,91.84323909799676,4.897027449767351e+17,62.928040481567386
50,5.297150160236004e+17,91.19633632940995,4.869972806181155e+17,63.53085293579102
51,5.299239069680627e+17,91.12588565304405,4.888817550374375e+17,63.02177638244629
52,5.2969798333345146e+17,91.1099384091026,4.880114305611575e+17,63.15887014770508
53,5.299569621720525e+17,91.75203892998947,4.870264896942632e+17,63.49916023254394
54,5.308405502307055e+17,92.14795672928659,4.8696399895089856e+17,63.59929397583008
55,5.297723862436605e+17,90.71303352918123,4.8699034050072096e+17,63.540320877075196
56,5.300980208335412e+17,91.22136027285927,4.881526150009895e+17,63.132568801879884
57,5.298757810583866e+17,91.31620539855957,4.8697763399459456e+17,63.56121366882324
58,5.298189453456502e+17,91.3536836134258,4.877520183847698e+17,63.213778244018556
59,5.3005881757284576e+17,90.78381916889391,4.870701809878161e+17,63.463077178955075
60,5.297923276592693e+17,91.79248831658614,4.882766849925794e+17,63.11070896911621
