epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
1,5.826100422596664e+17,88.77174185501902,1.2992519616477656e+17,42.555616923197064
2,1.025752658533668e+16,5.636715449408481,6675264933781.717,0.23997045931463945
3,6729374943688.165,0.24060103662390459,6667741997477.046,0.23997491389929415
4,6731367028372.965,0.24068665964979874,6680242284409.102,0.23996975994157696
5,6735639415523.005,0.2406941653866517,6652346303379.673,0.24022513146172025
6,6733270602426.476,0.2407903174412878,6663866954521.038,0.23998552245532206
7,42623338016007.44,0.2252882432937622,3448957724471.697,0.16859855783913663
8,3325914817715.793,0.16221746710099672,2602847041752.655,0.14186494314147088
9,2425172091828.5474,0.1385341703452562,1658064244237.2854,0.11825958689946138
10,1829811918112.4446,0.12118533828383998,1557901220236.519,0.11279645303409257
11,1431306637851.8096,0.10679696911259702,1333269535835.976,0.10751616019391252
12,1229607583157.6252,0.09855993115274529,963023202953.9641,0.08979520591314205
13,1065108743816.8926,0.09072702989139055,899838698469.4292,0.08516011775253776
14,1023764453102.6459,0.08948847580583472,824139862988.9022,0.08319182563089801
15,913040302807.7946,0.08389357546442433,865231975977.9001,0.08188235930756418
16,837625944777.1351,0.07948680374496861,690985247684.7266,0.0733801429113466
17,868491400397.6624,0.08086548175623542,721992445273.4211,0.0745134434389497
18,816332327147.4122,0.07868073507986571,622841957705.0698,0.06959168672442674
19,737352824789.7466,0.07458524348547584,1218942070432.447,0.09584716311888304
20,718663285280.1212,0.07343110518392763,722367807226.3793,0.07874626536926109
21,623510355167.771,0.06793597242392992,671319955133.0619,0.07331428330339596
22,586215797665.5764,0.06617420879790657,702307129315.3853,0.07262848817302796
23,602653969612.8,0.0671046341422357,499926784887.05786,0.06300645259147633
24,554941581802.6577,0.06430522519506907,535618311443.92816,0.0659542552487341
25,508467652784.7747,0.061723151705766977,553145584609.3413,0.06483372172969068
26,484676013819.5806,0.06053329383385809,414401669802.6667,0.057605813750011954
27,505850195331.61096,0.06198825035754003,477246912336.2236,0.059241697950634414
28,403368232381.3861,0.05482821886163009,399012511318.8663,0.056901929011482916
29,409554841211.9579,0.05529463520489241,406924048240.92615,0.058045603149010985
30,351626857324.97516,0.051374067835117644,298870144042.9222,0.049085486747190626
31,288672458859.7895,0.046188310571407015,266614281720.8463,0.045729743298180324
32,269712663904.256,0.044595230122930124,292632326642.7146,0.047264797438285544
33,256485547531.85684,0.04268784705274983,619985619152.479,0.06731674301172207
34,268037099859.7524,0.043188206995788375,229631257193.26147,0.04236985681329421
35,235491616079.00967,0.04133833595639781,264675388303.58484,0.047946585108063176
36,223650866735.2118,0.03978015992202257,175200100564.56686,0.036159522634393676
37,251886894014.03284,0.04204702822785628,283153276977.0539,0.045648149342950944
38,238797531457.6438,0.04063663661950513,190344596007.8563,0.03724195135984116
39,181953946576.14148,0.03536949972416225,196530429477.81238,0.03772577725187271
40,267836696252.6316,0.04332128380003728,180171056690.07584,0.03533392410703048
41,187490839422.22147,0.03582862220782983,201825643620.1517,0.039515181067223085
42,151755410143.55536,0.03195927566211475,168051554226.33133,0.0359082679504049
43,153827831999.4341,0.03251287399938232,211082535942.13174,0.04023770850055113
44,161181172867.50314,0.03314191642717311,160166218067.28943,0.0349219107327466
