epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
1,3.439641962332055e+18,99.90558659924959,3.395808153669808e+18,98.52101239013672
2,2.8385834517944566e+18,93.55673445852179,1.8904693943222907e+18,81.24284741210937
3,9.727489297575046e+17,88.84555323068719,4.946216636810212e+17,62.296555969238284
4,3.7067603457091654e+17,57.87413123883699,1.647130373139894e+17,38.41397639465332
5,1.79875461475348e+17,49.99751467212878,3.9381443707345984e+17,68.43659529113769
6,1.4695585891277398e+17,35.84429115215101,9.864701851765152e+16,40.56929878234863
7,8.846483368124518e+16,38.632058261269016,6.2827074213419944e+16,28.693267349243165
8,9.524268665433498e+16,40.45764182964124,5.4814433666098264e+16,31.469546058654785
9,8.627152689967146e+16,36.62566108904387,4.8720419262610536e+16,23.679490287780762
10,6.866713836941857e+16,31.381516412032276,1.0560809624593131e+17,39.78169995117187
11,6.3516380470341496e+16,28.774917402970164,4.448562122861209e+16,30.970654991149903
12,5.501242345008321e+16,29.980330494930868,5.658245980535495e+16,34.93610385894775
13,5.446473811062749e+16,32.29365439806487,4.550752142295984e+16,33.18771174240112
14,5.230573692280351e+16,25.518921550148413,3.711483763643489e+16,25.017624324798582
15,5.0504888677830536e+16,29.36654546235737,4.6645806984691976e+16,31.65737043762207
16,5.060025728915003e+16,31.064533384825054,4.484766436295705e+16,32.32294514465332
17,4.747030159560218e+16,27.80161242314389,3.69643509846345e+16,29.69810675430298
18,4.586786333793871e+16,25.18577540186832,4.107768167414523e+16,31.19666220855713
19,4.34767168738013e+16,30.188087191732308,4.0307896111612296e+16,31.64388883972168
20,4.3411715784442184e+16,29.252032116137052,4.1709428757311256e+16,25.079636222839355
21,4.012466866867698e+16,29.095972568110415,4.7461628016748136e+16,35.921009963989256
22,3.695454765939133e+16,29.167790267743563,3.93913780766528e+16,30.742770488739012
23,3.5725755702625324e+16,25.168120323381928,3.879236744037532e+16,30.213666221618652
24,3.3848513691306384e+16,25.155422099866364,4.155551042664137e+16,31.22486639404297
25,3.490256624276022e+16,28.844476340745626,4.120909664392682e+16,29.010648780822756
26,3.486641709216769e+16,24.011742155376233,4.070368932230752e+16,23.741839401245116
27,3.4600633393282216e+16,22.520430983292428,3.879925581200386e+16,29.09326194381714
28,3.277197752451126e+16,26.131399549986188,3.703182564240917e+16,26.447624305725096
29,3.1365506840078224e+16,28.660122990658408,4.115339452587022e+16,31.563650756835937
30,3.0586261738664356e+16,24.50470478820801,3.61347409772544e+16,26.811938648223876
31,2.780713053454943e+16,23.292369572288113,3.719612085458436e+16,27.796537170410158
32,2.7505077477074644e+16,26.69356859628778,3.407475522764223e+16,28.25211696243286
33,2.681442681401112e+16,23.552545883580258,3.1365686085791252e+16,26.004152095794677
34,2.561976783264243e+16,23.859036947953072,3.762540805849979e+16,26.889059188842772
35,2.5263964612146856e+16,25.807347246471203,4.270831517685724e+16,32.119738166809086
36,2.4466250036024996e+16,24.27752003760087,4.139505924455583e+16,30.161242412567137
37,2.354924187838595e+16,22.50428756131624,3.5914480606045536e+16,26.771286609649657
38,2.5875471710305372e+16,19.958740898935417,3.716034010051667e+16,24.556583057403564
39,2.2400826794069736e+16,21.058086975097655,3.861805543675291e+16,29.675883499145506
40,2.1186603391915516e+16,20.875162444666813,3.182391492683078e+16,26.302966598510743
41,2.125638626661191e+16,20.379640793850548,3.2875801156910056e+16,24.823893089294433
42,1.96006084920458e+16,18.63674058372096,3.3716044335083944e+16,26.55368101501465
43,1.8398175958721668e+16,20.771429596348813,3.4472093320893956e+16,26.268779476165772
44,1.945111212113466e+16,17.518156453985917,3.4496934363762e+16,25.51657890701294
45,1.7745104656797188e+16,19.786946977715743,3.537808349765776e+16,25.71941170501709
46,1.758516429189993e+16,21.17679504394531,3.2859653145028984e+16,26.00011655807495
47,1.6780329691245556e+16,20.116934162340666,3.515971011174046e+16,24.64991513824463
48,1.7101405609167738e+16,23.083462627210114,3.529622162715443e+16,27.04942067337036
49,1.7323050680545444e+16,21.53517357916581,3.350537350915555e+16,23.411843627929688
50,1.5541999005895822e+16,16.979404683765612,3.693367155220283e+16,26.55514908981323
51,1.5161345290891538e+16,19.478745051735327,3.638749598869304e+16,26.942195960998536
52,1.4806382723892704e+16,15.312635512301796,3.5028092247703816e+16,22.978171142578127
53,1.399528310055804e+16,13.697082344456723,3.639345582275193e+16,27.154457904815676
54,1.4066921326981608e+16,14.13776677904631,3.400713546869244e+16,25.922076889038085
55,1.3758553462278248e+16,16.40960954254552,3.635183360392403e+16,25.348241138458253
56,1.2778264245472674e+16,11.445153346613834,3.960222681730646e+16,24.28752421951294
57,1.4037910112743622e+16,15.051757417578447,3.438526878747879e+16,25.32915160369873
58,1.3875842061284988e+16,19.788793371501722,3.460892560164546e+16,23.455699836730957
59,1.2040188905487984e+16,14.803998481148168,3.892361604030372e+16,29.07011301803589
60,1.5634128589782032e+16,14.690867081893117,5.073499236449701e+16,32.120009422302246
