epoch,loss,val_loss,mape,val_mape
81,485454884841,1399146546200,0.05411,0.10507
82,486317424226,1383518595710,0.05429,0.10436
83,482545202433,1386284882853,0.05406,0.10434
84,484244049790,1392073734356,0.05458,0.10434
85,479152415330,1421435746648,0.05382,0.10554
86,471772521203,1403852952698,0.05285,0.10443
87,471268969069,1411672932614,0.05289,0.10477
88,467157371191,1402408477392,0.05265,0.10515
89,467043007415,1407317618720,0.05254,0.10473
90,456205663717,1403990696787,0.05127,0.10470
91,453558693072,1394194253873,0.05095,0.10467
92,452553641116,1393920305004,0.05091,0.10470
93,450620619827,1392611342417,0.05055,0.10489
94,449348413713,1393926181224,0.05067,0.10447
95,448905969305,1407439613198,0.05056,0.10479
96,447137945236,1413599847251,0.05045,0.10459
97,444544489674,1394235663187,0.05010,0.10474
98,443543670375,1393896139522,0.05005,0.10459
99,441701623081,1397899776753,0.04983,0.10461
100,438101413365,1389970498519,0.04929,0.10451
101,436179167884,1404386858237,0.04907,0.10477
102,434583073331,1406853509545,0.04891,0.10486
103,434503266571,1397148645064,0.04885,0.10472
104,432930084983,1407941797216,0.04867,0.10488
105,432905554714,1394900013678,0.04879,0.10455
106,430749849236,1388612456284,0.04847,0.10463
107,430399238908,1395450498252,0.04854,0.10434
108,429682348385,1399574513057,0.04830,0.10490
109,428805168562,1410495330385,0.04839,0.10493
110,426719105674,1400268710215,0.04799,0.10484
111,426188355196,1398505846341,0.04784,0.10482
112,425898842825,1397575531888,0.04778,0.10479
113,425248828424,1404809014935,0.04773,0.10478
114,424981210002,1398960205856,0.04775,0.10473
115,424337897029,1395826371854,0.04769,0.10455
116,423811591631,1400658624249,0.04769,0.10476
117,423720534781,1398201900859,0.04766,0.10453
118,422964357455,1400713006546,0.04752,0.10470
119,422747488483,1400618546626,0.04752,0.10462
120,421709579881,1399439416623,0.04732,0.10476
121,421359499442,1399963936358,0.04725,0.10474
122,421079272018,1397283676487,0.04720,0.10474
123,420820139045,1397410755510,0.04720,0.10471
124,420604088307,1398990945910,0.04722,0.10469
125,420516918432,1398827503321,0.04718,0.10475
126,419963689900,1396001000652,0.04711,0.10466
127,420010440896,1399317255421,0.04717,0.10471
128,419799981773,1393861663391,0.04712,0.10461
129,419485009589,1399502566064,0.04709,0.10475
130,418782217571,1404063697600,0.04703,0.10478
131,418565569614,1403852674826,0.04699,0.10471
132,418606586224,1400738518401,0.04706,0.10470
133,418276943545,1399288958550,0.04690,0.10471
134,418299959809,1399959644536,0.04690,0.10470
135,418123769984,1398628391321,0.04688,0.10468
136,418074556877,1398671387131,0.04688,0.10471
137,417951457807,1398447196340,0.04688,0.10467
138,417957644219,1397881046040,0.04687,0.10467
139,417584858916,1396752110321,0.04686,0.10470
140,417305873240,1399696287334,0.04682,0.10472
141,417325371324,1400571565178,0.04682,0.10472
142,417213661404,1400347998289,0.04678,0.10472
143,417095279678,1398504363655,0.04677,0.10471
144,417044232701,1398104800624,0.04678,0.10470
145,417045238610,1398430594236,0.04676,0.10471
146,416908476071,1401131450236,0.04680,0.10473
147,416894204703,1398363821965,0.04676,0.10470
148,416810857963,1397055486427,0.04675,0.10467
149,416889727890,1399358694096,0.04680,0.10471
150,416555899648,1400019220430,0.04674,0.10472
151,416566715102,1399837328146,0.04672,0.10472
152,416543512268,1399953907777,0.04672,0.10471
153,416516647971,1399509560066,0.04671,0.10470
154,416484909473,1399388939223,0.04672,0.10471
155,416460298463,1399476603322,0.04671,0.10470
156,416440424512,1399937616052,0.04672,0.10470
157,416363431122,1398857697067,0.04669,0.10470
158,416342930986,1399565221625,0.04670,0.10471
159,416322569482,1399242260217,0.04669,0.10471
160,416237903213,1399077186043,0.04669,0.10470
161,416204982369,1399372717752,0.04669,0.10471
162,416203006983,1399504098033,0.04669,0.10471
163,416170074039,1399608462802,0.04668,0.10471
164,416180953132,1399666286526,0.04668,0.10471
165,416138872011,1399553939996,0.04667,0.10471
166,416135467803,1399335130497,0.04668,0.10471
167,416170456438,1399991644979,0.04670,0.10471
168,416117289192,1399668213809,0.04667,0.10471
169,416085743459,1399585236844,0.04668,0.10471
170,416035232284,1399600403447,0.04667,0.10471
171,416020661803,1399572071972,0.04666,0.10471
172,416040714833,1399813133303,0.04666,0.10471
173,416021510494,1399996789293,0.04666,0.10471
174,416001249185,1399710670651,0.04666,0.10471
175,416002331832,1399783330676,0.04666,0.10471
176,415994964275,1399604813758,0.04666,0.10471
177,415985048996,1399705300893,0.04666,0.10471
178,415974536235,1399930338934,0.04666,0.10471
179,415998628372,1399922133827,0.04665,0.10471
180,415945654727,1399912024506,0.04665,0.10470
181,415943097160,1399908132192,0.04665,0.10471
182,415939668061,1399881881092,0.04665,0.10470
183,415937161882,1399880448737,0.04665,0.10470
184,415932765948,1399884799279,0.04665,0.10471
185,415931057569,1399881496264,0.04665,0.10470
186,415926984355,1399862639722,0.04665,0.10470
187,415923993202,1399797021933,0.04665,0.10470
188,415921069793,1399797852405,0.04665,0.10470
189,415916684379,1399803350089,0.04665,0.10470
190,415905982716,1399794279907,0.04665,0.10470
191,415905224361,1399797572435,0.04665,0.10470
192,415903093634,1399801243500,0.04665,0.10470
193,415902068444,1399797469675,0.04665,0.10470
194,415900931422,1399795077873,0.04665,0.10470
195,415901281129,1399785709895,0.04665,0.10470
196,415898854731,1399784923463,0.04665,0.10470
197,415897332447,1399794620694,0.04665,0.10470
198,415895945554,1399796665417,0.04665,0.10470
199,415894130627,1399790543831,0.04665,0.10470
200,415889430661,1399795763642,0.04665,0.10470
