Best Epoch: 186, Val MSE: 46686660546.098694, Val RMSE: 216070.96182990138

SCENARIO,y,y_pred,Difference,Deviation
2802,847563378.03,847586112.0,-22733.97000002861,-0.0026822737495890165
2805,847179000.53,847138048.0,40952.52999997139,0.00483398785550058
2820,850208879.41,850165120.0,43759.40999996662,0.005146901080394895
2845,845567209.91,845520128.0,47081.90999996662,0.00556808606674541
2850,849151626.28,849134080.0,17546.27999997139,0.002066330612453619
2985,847198610.83,847186624.0,11986.830000042915,0.0014148783823310833
2993,845172390.15,845219136.0,-46745.85000002384,-0.005530924879328755
3005,845504334.24,845477120.0,27214.240000009537,0.003218699053089024
3016,846981813.41,846974336.0,7477.409999966621,0.0008828300539136864
3031,846954981.05,847096576.0,-141594.95000004768,-0.016718119990806055
3066,845197856.0,845774336.0,-576480.0,-0.06820651471221906
3072,850464697.86,850582016.0,-117318.1399999857,-0.013794592567473991
3095,846084364.77,845901824.0,182540.76999998093,0.02157477168953511
3107,846865338.67,846810880.0,54458.669999957085,0.006430617420885864
3111,843337954.63,843236096.0,101858.62999999523,0.012078032233789828
3115,848832435.31,848783872.0,48563.30999994278,0.005721189245343469
3125,845264483.67,845463488.0,-199004.33000004292,-0.023543439224607984
3128,843546592.25,843416192.0,130400.25,0.01545857113264866
3155,842381179.37,843122688.0,-741508.6299999952,-0.08802530827606508
3160,847319873.7,847231040.0,88833.70000004768,0.01048408077720834
3168,852182330.14,852073728.0,108602.1399999857,0.012744002798338249
3219,847976840.03,848026944.0,-50103.97000002861,-0.005908648401087937
3220,847024850.47,846933312.0,91538.47000002861,0.010807058370157078
3263,848111890.7,847880192.0,231698.70000004768,0.027319355210173056
3274,852366799.45,852406080.0,-39280.549999952316,-0.004608409199572129
3277,844547934.66,844456896.0,91038.65999996662,0.01077957286540724
3321,848261548.35,848171648.0,89900.35000002384,0.010598187572558716
3344,847644412.1,847647552.0,-3139.899999976158,-0.00037042655565878155
3376,844335270.38,844341248.0,-5977.620000004768,-0.0007079675822750472
3380,848551433.42,848879936.0,-328502.5800000429,-0.03871333746689305
3401,845102114.84,844838592.0,263522.8400000334,0.031182366648073667
3405,845151829.22,845417792.0,-265962.7799999714,-0.03146923082985354
3406,847885618.55,847765696.0,119922.54999995232,0.014143717899713434
3409,844256321.66,844191168.0,65153.65999996662,0.007717284233283525
3428,846014938.54,845992576.0,22362.539999961853,0.0026432795664995865
3470,851161613.59,851174848.0,-13234.409999966621,-0.0015548645273307127
3474,847296070.06,847246784.0,49286.05999994278,0.00581686399140889
3516,844891654.61,844677312.0,214342.6100000143,0.025369242178034573
3522,843486374.19,843433728.0,52646.19000005722,0.006241498571996892
3533,848756791.1,848749440.0,7351.100000023842,0.0008661020538635949
3559,847723856.88,847534144.0,189712.87999999523,0.022379089424028106
3581,845897807.34,845915968.0,-18160.65999996662,-0.0021469094543552975
3609,844789319.99,844873984.0,-84664.00999999046,-0.010021908184278732
3668,846032017.67,846052032.0,-20014.330000042915,-0.0023656705162486687
3671,848059598.38,848006656.0,52942.37999999523,0.006242766440133223
3732,843299990.48,843231360.0,68630.48000001907,0.008138323345759214
3734,854071028.26,854013888.0,57140.25999999046,0.0066903405114212096
3757,846245314.36,846315008.0,-69693.6399999857,-0.008235630829187365
3761,844553259.45,844478208.0,75051.45000004768,0.008886526593825897
3777,844797291.79,844895872.0,-98580.21000003815,-0.011669096356968821
3794,847555858.88,847408576.0,147282.87999999523,0.017377365569110893
3837,848221924.65,847717696.0,504228.64999997616,0.059445368640764024
3844,841132566.33,841094400.0,38166.330000042915,0.0045374928433182535
3883,844250914.17,844230656.0,20258.169999957085,0.002399543744631097
3884,848175669.29,848005056.0,170613.28999996185,0.020115324711304283
3891,842120546.77,842204992.0,-84445.23000001907,-0.010027689067071624
3898,847600322.5,847781504.0,-181181.5,-0.02137581772805425
3974,846866171.74,847001088.0,-134916.25999999046,-0.015931237366913233
3981,846711707.69,847313792.0,-602084.3099999428,-0.07110853724256984
3994,849566346.91,849629056.0,-62709.09000003338,-0.007381305795376162
4003,847839965.49,847919360.0,-79394.50999999046,-0.00936432737681872
4040,846795210.3,846556672.0,238538.29999995232,0.0281695381715071
4125,846616925.75,846818816.0,-201890.25,-0.02384670609096903
4126,851744057.02,852138240.0,-394182.9800000191,-0.04627951046458117
4129,851627468.45,851621632.0,5836.450000047684,0.00068532899844932
4138,849329632.63,849051840.0,277792.62999999523,0.032707281051738854
4151,846017505.37,846234624.0,-217118.62999999523,-0.02566360963240824
4153,846854997.22,846972288.0,-117290.77999997139,-0.013850160934871479
4165,846196699.76,845957632.0,239067.75999999046,0.02825203171647861
4169,851192452.93,851088320.0,104132.92999994755,0.012233770358453964
4189,845180240.89,845083840.0,96400.8899999857,0.01140595642634436
4232,845972908.72,845919104.0,53804.72000002861,0.006360099649223742
4235,844870955.21,844947520.0,-76564.78999996185,-0.009062305850120153
4276,844538753.07,844703680.0,-164926.92999994755,-0.019528639674664814
4301,847225589.55,847462464.0,-236874.45000004768,-0.02795884035158363
4309,852300464.07,852494464.0,-193999.92999994755,-0.022761917677897005
4355,847657607.01,847343808.0,313799.00999999046,0.03701954744520903
4369,845506248.28,845477696.0,28552.27999997139,0.0033769448845652936
4401,848741550.52,848841600.0,-100049.48000001907,-0.011787979501972252
4443,848955411.77,848840448.0,114963.76999998093,0.01354179128916691
4456,847353047.96,847425664.0,-72616.03999996185,-0.008569750256375987
4466,842566205.41,842378880.0,187325.40999996662,0.02223272293585671
4507,848276090.5,848122176.0,153914.5,0.01814438739034576
4511,851078226.62,851069440.0,8786.620000004768,0.0010324103854589535
4537,851179593.53,851046400.0,133193.5299999714,0.015648111281379887
4541,847511390.52,847443264.0,68126.51999998093,0.0080384193961312
4586,850005291.23,850037184.0,-31892.769999980927,-0.0037520672317028166
4587,843966458.75,843923392.0,43066.75,0.005102898290980216
4611,854152829.0,854102464.0,50365.0,0.005896485768122416
4624,846396057.18,846394944.0,1113.179999947548,0.00013151998884026133
4645,848745582.29,848703744.0,41838.28999996185,0.004929426541117067
4674,850999438.63,851060928.0,-61489.37000000477,-0.0072255476571165276
4678,848857987.25,848595840.0,262147.25,0.030882344742877956
4707,847770775.8,847650176.0,120599.79999995232,0.014225519850710609
4729,846034957.88,845898880.0,136077.87999999523,0.016084191171128446
4762,846923979.54,847454656.0,-530676.4600000381,-0.06265927908763085
4772,848545368.87,848630144.0,-84775.12999999523,-0.009990641998658184
4826,847090364.45,847043840.0,46524.450000047684,0.005492265282731098
4840,846173957.5,846189952.0,-15994.5,-0.0018902141643847507
4848,846097397.87,846189952.0,-92554.12999999523,-0.010938945118256452
4854,846878296.31,846620608.0,257688.30999994278,0.030428021490542006
4866,847402533.43,847317120.0,85413.42999994755,0.010079440009958758
4914,849816174.12,849579072.0,237102.12000000477,0.027900400959716763
4925,846650052.4,846231360.0,418692.39999997616,0.04945282868796952
4936,846265480.74,846284928.0,-19447.259999990463,-0.0022980093649790836
4937,846442250.92,846434432.0,7818.919999957085,0.0009237393326548484
4943,846279873.66,846161280.0,118593.65999996662,0.014013527166500077
4952,844923552.86,844997632.0,-74079.1399999857,-0.008767555330802842
4976,849957441.96,850007040.0,-49598.03999996185,-0.005835355695643876
4994,848693084.46,848365760.0,327324.46000003815,0.03856806023208091
5002,846411278.49,846352704.0,58574.49000000954,0.00692033429711695
5007,843375976.98,843289280.0,86696.98000001907,0.010279754506461953
5036,842443189.14,841729984.0,713205.1399999857,0.0846591377548027
5051,847869557.15,847929088.0,-59530.85000002384,-0.0070212274397642984
5055,842747742.37,842656448.0,91294.37000000477,0.010832941509076495
5096,847160015.49,847016704.0,143311.49000000954,0.016916696654659478
5122,849944070.67,849999552.0,-55481.330000042915,-0.006527644808005743
5169,843141121.12,842887552.0,253569.12000000477,0.03007433911694073
5246,847604266.15,847601280.0,2986.149999976158,0.0003523047392788489
5259,845956441.35,845643072.0,313369.35000002384,0.03704320159793814
5262,846869912.8,846840576.0,29336.799999952316,0.003464144794441482
5264,846770986.95,847002240.0,-231253.04999995232,-0.027309987418547125
5266,847104773.47,847127232.0,-22458.52999997139,-0.002651210417334138
5283,847157600.31,847227840.0,-70239.69000005722,-0.008291218773738729
5286,842634887.11,842506560.0,128327.1100000143,0.01522926619382448
5291,844526386.75,844476288.0,50098.75,0.005932171070793366
5293,857412241.19,857782528.0,-370286.8099999428,-0.043186555102831606
5309,850244340.78,850242880.0,1460.7799999713898,0.0001718070829652679
5364,847183141.6,847067392.0,115749.60000002384,0.013662878109379962
5375,845356443.25,845316544.0,39899.25,0.0047198137919912285
5389,844495234.25,844456768.0,38466.25,0.004554939855186044
5393,851834038.29,851964288.0,-130249.71000003815,-0.015290503096296287
5404,846868933.98,846763328.0,105605.98000001907,0.01247016814086052
5435,842865656.82,842903488.0,-37831.17999994755,-0.004488399746013933
5461,849048876.71,849024896.0,23980.710000038147,0.002824420437721039
5471,847481110.93,847443776.0,37334.92999994755,0.004405399662415759
5476,845113418.39,844947456.0,165962.3899999857,0.019637883672011223
5500,852671390.98,852744768.0,-73377.01999998093,-0.008605544970336882
5504,845797525.24,845918656.0,-121130.75999999046,-0.01432148432517805
5519,845526057.54,845484672.0,41385.53999996185,0.004894649860983615
5549,849332967.96,849356160.0,-23192.039999961853,-0.0027306181291498035
5559,846176579.13,845769216.0,407363.12999999523,0.048141621979046895
5660,846382970.19,846483328.0,-100357.80999994278,-0.011857257711295158
5681,850952910.24,850934144.0,18766.240000009537,0.0022053206204696763
5691,846152005.0,846121728.0,30277.0,0.0035781986949259786
5702,845654244.46,845696832.0,-42587.53999996185,-0.005036046384081771
5718,853874626.66,854281536.0,-406909.3400000334,-0.04765445971754569
5728,846095434.33,846002496.0,92938.33000004292,0.010984379093552047
5730,844071667.37,844202432.0,-130764.62999999523,-0.015492124076079711
5754,845904668.06,845872320.0,32348.05999994278,0.0038240786723792303
5760,844957938.94,844973760.0,-15821.05999994278,-0.001872407994626372
5771,843337389.05,843226304.0,111085.04999995232,0.013172076969703319
5773,848545194.95,848553216.0,-8021.049999952316,-0.0009452708055727015
5774,845305552.8,845372160.0,-66607.20000004768,-0.007879659583379906
5822,845997162.24,845947840.0,49322.24000000954,0.005830071565419432
5823,848679529.73,848536128.0,143401.73000001907,0.016897041224222892
5834,849359168.84,849453056.0,-93887.15999996662,-0.011053881967058959
5839,843136378.8,843163968.0,-27589.200000047684,-0.003272210842012797
5844,843371052.63,843266816.0,104236.62999999523,0.012359521906157415
5863,849769530.54,849732608.0,36922.53999996185,0.004345006342660794
5913,851317718.37,851262848.0,54870.37000000477,0.006445345705368837
5917,845321759.54,845256192.0,65567.53999996185,0.007756518658131058
5932,849636829.84,849399872.0,236957.84000003338,0.0278893088997397
5946,845530003.17,845450048.0,79955.16999995708,0.009456219140680394
5951,851408422.23,851575360.0,-166937.76999998093,-0.019607249075918144
5985,845574398.02,845618880.0,-44481.98000001907,-0.005260563719074068
5988,846227530.11,846041152.0,186378.1100000143,0.022024585985259457
6007,849261508.18,849504064.0,-242555.82000005245,-0.028560792837515843
6012,847041963.75,846988928.0,53035.75,0.006261289554675856
6019,851037086.76,851063488.0,-26401.240000009537,-0.0031022431819654555
6063,843402337.28,843105280.0,297057.2799999714,0.03522130149152666
6079,854409283.33,854889600.0,-480316.6699999571,-0.056216227909879055
6143,845886680.88,845714368.0,172312.87999999523,0.020370681309313587
6179,845840952.89,845857792.0,-16839.110000014305,-0.0019908128049936358
6199,847514359.43,847514368.0,-8.570000052452087,-1.0111923128023323e-06
6303,846089324.68,846071936.0,17388.679999947548,0.0020551825312917324
6323,849517219.9,850397184.0,-879964.1000000238,-0.10358402153444375
6331,847041647.05,846907968.0,133679.04999995232,0.015781874535392402
6340,847049128.16,847529344.0,-480215.8400000334,-0.05669279667912307
6359,842841410.24,842767040.0,74370.24000000954,0.008823752499160255
6365,848220402.56,848225344.0,-4941.4400000572205,-0.0005825655672916547
6375,850773480.57,851543296.0,-769815.4299999475,-0.09048418263862523
6410,849417352.24,849568960.0,-151607.75999999046,-0.017848441593544723
6436,849006962.98,848725888.0,281074.9800000191,0.03310632212172332
6446,846611803.38,846612224.0,-420.6200000047684,-4.9682746959762614e-05
6473,851619958.29,852157056.0,-537097.7100000381,-0.06306776922871758
6479,845453748.09,845440640.0,13108.090000033379,0.0015504207095475553
6501,849959217.57,849836672.0,122545.57000005245,0.014417817639581039
6556,849840463.14,850101120.0,-260656.8600000143,-0.030671269644767966
6604,843977641.5,843886848.0,90793.5,0.010757808683015924
6621,844824161.71,844903424.0,-79262.28999996185,-0.009382105009819777
6651,845403179.66,845241344.0,161835.65999996662,0.019143015296565702
6666,848100491.16,848011520.0,88971.15999996662,0.01049063889566615
6735,845229023.85,845352064.0,-123040.14999997616,-0.014557019047870708
6736,846599229.84,846594240.0,4989.840000033379,0.0005893981265464198
6740,847505794.82,847261376.0,244418.82000005245,0.02883978156774303
6757,846287349.8,846303488.0,-16138.200000047684,-0.0019069409466963634
6761,845581516.33,845608576.0,-27059.669999957085,-0.00320012553223747
6783,844474558.32,844416256.0,58302.32000005245,0.006903975901421973
6797,847403441.07,847584640.0,-181198.92999994755,-0.021382840948952382
6817,846835874.05,846734656.0,101218.04999995232,0.011952499073507138
6827,845933649.18,845906496.0,27153.179999947548,0.0032098474893708625
6841,852652216.75,852131200.0,521016.75,0.06110542373136919
6926,849268719.84,849109952.0,158767.84000003338,0.018694652975084824
6964,844113962.48,844102080.0,11882.480000019073,0.0014076867020548318
6993,848428282.22,848011648.0,416634.2200000286,0.04910659259376199
7026,844430219.82,844217088.0,213131.82000005245,0.025239719635505694
7038,845767714.22,845417152.0,350562.2200000286,0.041448995286292145
7048,844396556.23,843918272.0,478284.2300000191,0.05664213413368566
7051,845491118.5,845427328.0,63790.5,0.007544786527524002
7054,849076434.51,849317760.0,-241325.49000000954,-0.02842211610068744
7060,851909319.91,852060864.0,-151544.09000003338,-0.01778875831714616
7083,847993119.39,848005440.0,-12320.610000014305,-0.001452913911480447
7085,847462260.55,847405120.0,57140.549999952316,0.00674254803545686
7090,844187776.48,844030784.0,156992.48000001907,0.01859686723428155
7115,849720470.76,849474176.0,246294.75999999046,0.02898538619173215
7128,844022181.85,844023936.0,-1754.1499999761581,-0.00020783221551491242
7132,846104658.93,843658560.0,2446098.9299999475,0.28910122455693965
7140,847839436.75,848038016.0,-198579.25,-0.023421799151170472
7148,847682260.68,848167360.0,-485099.32000005245,-0.05722655085537734
7149,846716970.69,846711104.0,5866.6900000572205,0.000692874975126149
7166,845910136.83,845781120.0,129016.83000004292,0.015251836381051789
7170,842412700.91,841893696.0,519004.9099999666,0.061609340580848514
7172,846597389.83,846404032.0,193357.83000004292,0.02283940776605393
7227,848248253.5,848215296.0,32957.5,0.00388536019543953
7234,846547261.88,846548096.0,-834.1200000047684,-9.853200613423126e-05
7259,850092525.55,849820288.0,272237.5499999523,0.03202446108131792
7272,848887512.62,848986496.0,-98983.37999999523,-0.011660364715990894
7297,842662050.08,842675968.0,-13917.919999957085,-0.0016516609474267598
7366,847913191.38,847842624.0,70567.37999999523,0.008322476960777677
7393,844137341.1,844054592.0,82749.10000002384,0.009802800559941233
7411,848993569.0,849056832.0,-63263.0,-0.007451528764171357
7469,848334556.81,848394880.0,-60323.19000005722,-0.00711077834986365
7471,847058105.13,847062464.0,-4358.870000004768,-0.0005145892558735156
7487,850247727.58,850458368.0,-210640.41999995708,-0.02477400564180136
7496,846909261.97,846758208.0,151053.9700000286,0.017835909557614375
7532,846637700.19,846648704.0,-11003.80999994278,-0.0012997070644826395
7561,844336611.59,843981888.0,354723.5900000334,0.042012105732575175
7598,840210956.73,839927936.0,283020.7300000191,0.033684484561056154
7678,847783130.0,847818304.0,-35174.0,-0.00414893842013582
7749,845873559.58,845898688.0,-25128.419999957085,-0.002970706403500075
7759,843602429.51,843748928.0,-146498.49000000954,-0.017365821253632716
7820,844820306.72,845173376.0,-353069.2799999714,-0.041792234063449146
7821,847072468.94,847025344.0,47124.94000005722,0.005563271352571273
7828,847111725.8,847068864.0,42861.799999952316,0.005059757608652419
7839,844058303.59,843993152.0,65151.59000003338,0.007718849482663304
7861,844528675.85,844509120.0,19555.850000023842,0.0023155933669559885
7864,846333159.83,846184256.0,148903.83000004292,0.01759399691132895
7871,843681236.93,843448320.0,232916.92999994755,0.027607219386256498
7949,846665220.52,846633792.0,31428.519999980927,0.0037120362615908962
7977,847317548.31,847371456.0,-53907.69000005722,-0.006362159040324104
8015,846735490.87,846741312.0,-5821.129999995232,-0.0006874791552689215
8033,845571054.77,845336960.0,234094.76999998093,0.027684813556402545
8037,847024731.86,847037120.0,-12388.139999985695,-0.001462547613312578
